VIN,Make,Manufacturer Name,Model,Model Year,Plant City,Vehicle Type,Plant Country,Plant State,Body Class,Gross Vehicle Weight Rating From,Cab Type,Trailer Type Connection,Trailer Body Type,Drive Type,Brake System Type,Engine Number of Cylinders,Displacement (CC),Displacement (CI),Displacement (L),Engine Power (kW),Fuel Type - Primary,Valve Train Design,Engine Configuration,Engine Brake (hp) From,Engine Brake (hp) To,Other Engine Info,Engine Manufacturer,Seat Belt Type,Front Air Bag Locations,NCSA Body Type,NCSA Make,NCSA Model,Bus Floor Configuration Type,Bus Type,Custom Motorcycle Type,Motorcycle Suspension Type,Motorcycle Chassis Type,Braking Assist,Blind Spot Monitoring,Adaptive Cruise Control,Lane Keep Assist,Lane Departure Warning,Automatic Breaking
SHHFK7H4XKU202853,HONDA,"HONDA OF THE U.K. MFG., LTD.",Civic,2019,SWINDON,PASSENGER CAR,UNITED KINGDOM (UK),WILTSHIRE,Hatchback/Liftback/Notchback,"Class 1B: 3,001 - 4,000 lb (1,360 - 1,814 kg)",Not Applicable,Not Applicable,Not Applicable,4x2,,4,1500,91.53561614,1.5,134.226,Gasoline,Dual Overhead Cam (DOHC),In-Line,180,,,Honda,Manual,1st Row (Driver and Passenger),5-door/4-door hatchback,Honda,"Civic/CRX, del Sol",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,0
1FTNE2EL5ADA31261,FORD,"FORD MOTOR COMPANY, USA",E-250,2010,AVON LAKE,TRUCK ,UNITED STATES (USA),OHIO,Cargo Van,"Class 2G: 8,001 - 9,000 lb (3,629 - 4,082 kg)",,Not Applicable,Not Applicable,4x2,Hydraulic,8,5400,329.5282181,5.4,190.1535,Gasoline,,V-Shaped,255,,Displacement is 5.4L 2V,,Manual,1st Row (Driver and Passenger),"Large Van-Includes van-based buses (B150-B350, Sportsman, Royal Maxiwagon, Ram, Tradesman,...)",Ford,E-Series Van/Econoline,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,0
5TDZZRFH2JS259134,TOYOTA,"TOYOTA MOTOR MANUFACTURING, INDIANA, INC.",Highlander,2018,,MULTIPURPOSE PASSENGER VEHICLE (MPV),UNITED STATES (USA),INDIANA,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),"Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)",,Not Applicable,Not Applicable,4x2,,6,3500,213.5831043,3.5,219.9815,Gasoline,Dual Overhead Cam (DOHC),V-Shaped,295,,PORT+DIRECT,Toyota,Manual,1st Row (Driver and Passenger),Compact Utility (Utility Vehicle Categories "Small" and "Midsize"),Toyota,Highlander,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,0
1GCHC23K08F207144,CHEVROLET,GENERAL MOTORS LLC,Silverado,2008,FLINT,TRUCK ,UNITED STATES (USA),MICHIGAN,Pickup,"Class 2H: 9,001 - 10,000 lb (4,082 - 4,536 kg)",,Not Applicable,Not Applicable,4x2,Hydraulic,8,6000,366.1424646,6,271.4348,Gasoline,,V-Shaped,364,,,GM,,,Light Pickup,Chevrolet,"C, K, R, V-series pickup/Silverado",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,0
2G1WG5EK6B1199830,CHEVROLET,GENERAL MOTORS LLC,Impala,2011,OSHAWA #2,PASSENGER CAR,CANADA,ONTARIO,Sedan/Saloon,,Not Applicable,Not Applicable,Not Applicable,,,6,3500,213.5831043,3.5,,Flexible Fuel Vehicle (FFV),Overhead Valve (OHV),V-Shaped,,,OFFSET BORE,GM,Manual,1st Row (Driver and Passenger),"4-door sedan, hardtop",Chevrolet,"Impala/Caprice (For SS from 2014 on, use 20-021.)",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,0
KNDCC3LCC3LC6J513,KIA,HYUNDAI-KIA AMERICA TECHNICAL CENTER INC (HATCI),,2003,,MULTIPURPOSE PASSENGER VEHICLE (MPV),,,,,,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,0
1FTER4FH5KLA71289,FORD,"FORD MOTOR COMPANY, USA",Ranger,2019,WAYNE,TRUCK ,UNITED STATES (USA),MICHIGAN,Pickup,"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",Crew/ Super Crew/ Crew Max,Not Applicable,Not Applicable,4WD/4-Wheel Drive/4x4,Hydraulic,,2300,140.3546114,2.3,,Gasoline,,,,,TIVCT 4V,Ford,Manual,1st Row (Driver and Passenger),Light Pickup,Ford,Ranger,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,0
1GYS4CKJ7HR352885,CADILLAC,GENERAL MOTORS LLC,Escalade,2017,ARLINGTON,MULTIPURPOSE PASSENGER VEHICLE (MPV),UNITED STATES (USA),TEXAS,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),"Class 2F: 7,001 - 8,000 lb (3,175 - 3,629 kg)",,Not Applicable,Not Applicable,4WD/4-Wheel Drive/4x4,Hydraulic,8,6200,378.3472134,6.2,,Gasoline,,,,,,GM,Manual,1st Row (Driver and Passenger),Large utility (ANSI D16.1 Utility Vehicle Categories and "Full Size" and "Large"),Cadillac,Escalade/ESV (from 2004 on; see 431 for 2003 only),Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,0
1G2ZG57N484110074,PONTIAC,GENERAL MOTORS LLC,G6,2008,ORION,PASSENGER CAR,UNITED STATES (USA),MICHIGAN,Sedan/Saloon,,Not Applicable,Not Applicable,Not Applicable,,,6,3500,213.5831043,3.5,,Gasoline,Overhead Valve (OHV),V-Shaped,,,,GM,Manual,1st Row (Driver and Passenger),"4-door sedan, hardtop",Pontiac,G6,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,0
1GKS1MEF6DR149979,GMC,GENERAL MOTORS LLC,Yukon,2013,ARLINGTON,MULTIPURPOSE PASSENGER VEHICLE (MPV),UNITED STATES (USA),TEXAS,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),"Class 2F: 7,001 - 8,000 lb (3,175 - 3,629 kg)",,Not Applicable,Not Applicable,RWD/Rear-Wheel Drive,Hydraulic,8,6200,378.3472134,6.2,,Gasoline,,,,,,,Manual,1st Row (Driver and Passenger),Large utility (ANSI D16.1 Utility Vehicle Categories and "Full Size" and "Large"),GMC,Suburban/Yukon XL (2004 on; see 431 for 1950- 2003),Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,0
1HGEJ6122YL125387,HONDA,"AMERICAN HONDA MOTOR CO., INC.",Civic,2000,EAST LIBERTY,PASSENGER CAR,UNITED STATES (USA),OHIO,Coupe,"Class 1B: 3,001 - 4,000 lb (1,360 - 1,814 kg)",Not Applicable,Not Applicable,Not Applicable,,,4,1589.545208,97,1.589545208,79.0442,Gasoline,Single Overhead Cam (SOHC),In-Line,106,,,,Manual,1st Row (Driver and Passenger),"2-door sedan,hardtop,coupe",Honda,"Civic/CRX, del Sol",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,0
58ABZ1B11KU036807,LEXUS,"TOYOTA MOTOR MANUFACTURING, KENTUCKY, INC.",ES,2019,,PASSENGER CAR,UNITED STATES (USA),KENTUCKY,Sedan/Saloon,,Not Applicable,Not Applicable,Not Applicable,4x2,,6,3500,213.5831043,3.5,224.4557,Gasoline,,V-Shaped,301,,PORT + DIRECT,,Manual,1st Row (Driver and Passenger),"4-door sedan, hardtop",Lexus,ES-250/300/300h/330/ 350,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,0
1HGCV1E36LA029395,HONDA,"AMERICAN HONDA MOTOR CO., INC.",Accord,2020,MARYSVILLE,PASSENGER CAR,UNITED STATES (USA),OHIO,Sedan/Saloon,"Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)",Not Applicable,Not Applicable,Not Applicable,4x2,,4,1500,91.53561614,1.5,,Gasoline,Dual Overhead Cam (DOHC),In-Line,,,Direct Fuel Injection,HONDA,Manual,1st Row (Driver and Passenger),"4-door sedan, hardtop",Honda,"Accord (Note: For Crosstour model years 2010 and 2011 only. For Crosstour model years 2012-2015, see vehicle model 37-405)",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,0
19XFB2F88CE310972,HONDA,"AMERICAN HONDA MOTOR CO., INC.",Civic,2012,GREENSBURG,PASSENGER CAR,UNITED STATES (USA),INDIANA,Sedan/Saloon,"Class 1B: 3,001 - 4,000 lb (1,360 - 1,814 kg)",Not Applicable,Not Applicable,Not Applicable,,,4,1802.57704,110,1.80257704,104.398,Gasoline,Single Overhead Cam (SOHC),In-Line,140,,,,Manual,1st Row (Driver and Passenger),"4-door sedan, hardtop",Honda,"Civic/CRX, del Sol",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,0
1C6RR6GT3GS375726,RAM,FCA US LLC,1500,2016,WARREN,TRUCK ,UNITED STATES (USA),MICHIGAN,Pickup,"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",Extra/Super/ Quad/Double/King/Extended,Not Applicable,Not Applicable,4x2,Hydraulic,8,5700,347.8353413,5.7,,Gasoline,,,,,"Sales Code : EZC,EZH",,Manual,1st Row (Driver and Passenger),Light Pickup,Dodge,Ram Pickup,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,0
5XYZG3AB8BG014987,HYUNDAI,HYUNDAI-KIA AMERICA TECHNICAL CENTER INC (HATCI),Santa Fe,2011,,MULTIPURPOSE PASSENGER VEHICLE (MPV),UNITED STATES (USA),GEORGIA,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),"Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)",,Not Applicable,Not Applicable,4x2,,,2400,146.4569858,2.4,,Gasoline,Dual Overhead Cam (DOHC),,,,,,Manual,1st Row (Driver and Passenger),Compact Utility (Utility Vehicle Categories "Small" and "Midsize"),Hyundai,Santa Fe,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,0
1GKS2CKJ4FR301017,GMC,GENERAL MOTORS LLC,Yukon,2015,ARLINGTON,MULTIPURPOSE PASSENGER VEHICLE (MPV),UNITED STATES (USA),TEXAS,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),"Class 2F: 7,001 - 8,000 lb (3,175 - 3,629 kg)",,Not Applicable,Not Applicable,4WD/4-Wheel Drive/4x4,Hydraulic,8,6200,378.3472134,6.2,,Gasoline,,,,,,,Manual,1st Row (Driver and Passenger),Large utility (ANSI D16.1 Utility Vehicle Categories and "Full Size" and "Large"),GMC,Fullsize Jimmy/Yukon,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,0
JTJDARBZ2M2182001,LEXUS,TOYOTA MOTOR CORPORATION,NX,2021,,MULTIPURPOSE PASSENGER VEHICLE (MPV),JAPAN,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),"Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)",,Not Applicable,Not Applicable,4x2,,4,2000,122.0474882,2,175.2395,Gasoline,,In-Line,235,,PORT+DIRECT,,Manual,1st Row (Driver and Passenger),Compact Utility (Utility Vehicle Categories "Small" and "Midsize"),Lexus,NX,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,0
1NXBR32E17Z864837,TOYOTA,"NEW UNITED MOTOR MANUFACTURING, INC.",Corolla,2007,FREMONT,PASSENGER CAR,UNITED STATES (USA),CALIFORNIA,Sedan/Saloon,,Not Applicable,Not Applicable,Not Applicable,4x2,,4,1800,109.8427394,1.8,93.9582,Gasoline,,In-Line,126,,,,Manual,1st Row (Driver and Passenger),"4-door sedan, hardtop",Toyota,Corolla,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,0
3HAWGTAT8JL443772,INTERNATIONAL,"BLUE DIAMOND TRUCK, S. DE R. L. DE C. V.",SF625,2018,,INCOMPLETE VEHICLE,MEXICO,ESCOBEDO,Truck,"Class 8: 33,001 lb and above (14,969 kg and above)",MDHD: Conventional,Not Applicable,Not Applicable,6x4,Air,6,8800,537.008948,8.8,193.882,Diesel,,In-Line,260,450,,Cummins,,,"Single-unit straight truck or Cab-Chassis (GVWR greater than 26,000 lbs.)",International Harvester/Navistar,Medium/Heavy - CBE,,,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,0
1FM5K7B85DGA71442,FORD,"FORD MOTOR COMPANY, USA",Explorer,2013,CHICAGO,MULTIPURPOSE PASSENGER VEHICLE (MPV),UNITED STATES (USA),ILLINOIS,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",,Not Applicable,Not Applicable,,Hydraulic,6,3500,213.5831043,3.5,216.253,Gasoline,,V-Shaped,290,,Ti-VCT,Ford,Manual,1st Row (Driver and Passenger),Compact Utility (Utility Vehicle Categories "Small" and "Midsize"),Ford,"Bronco (thru 1977)/Bronco II/Explorer/Explorer Sport (Explorer for 1990-2018 only.  For model years 2019 on, see 12-425.)",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,0
1GCEC19XX5Z292245,CHEVROLET,GENERAL MOTORS LLC,Silverado,2005,FORT WAYNE,TRUCK ,UNITED STATES (USA),INDIANA,Pickup,"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",Extra/Super/ Quad/Double/King/Extended,Not Applicable,Not Applicable,4x2,Hydraulic,6,4300,262.4020996,4.3,,Gasoline,Overhead Valve (OHV),V-Shaped,,,90 Degrees,WRN,,,Light Pickup,Chevrolet,"C, K, R, V-series pickup/Silverado",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,0
1N4AL2AP7AN553533,NISSAN,"NISSAN NORTH AMERICA, INC.",Altima,2010,,PASSENGER CAR,UNITED STATES (USA),,Sedan/Saloon,,Not Applicable,Not Applicable,Not Applicable,4x2,,4,2500,152.5593602,2.5,126.769,Gasoline,,,170,175,,,Manual,1st Row (Driver and Passenger),"4-door sedan, hardtop",Nissan/Datsun,Altima,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,0
5TDZT34A22S103634,TOYOTA,"TOYOTA MOTOR MANUFACTURING, INDIANA, INC.",Sequoia,2002,,MULTIPURPOSE PASSENGER VEHICLE (MPV),UNITED STATES (USA),INDIANA,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",,Not Applicable,Not Applicable,4x2,,8,4663,284.55,4.7,178.968,Gasoline,Dual Overhead Cam (DOHC),V-Shaped,240,284,,Toyota,,,Large utility (ANSI D16.1 Utility Vehicle Categories and "Full Size" and "Large"),Toyota,Sequoia,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,0
19UUB1F5XKA011171,ACURA,"AMERICAN HONDA MOTOR CO., INC.",TLX,2019,MARYSVILLE,PASSENGER CAR,UNITED STATES (USA),OHIO,Sedan/Saloon,"Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)",Not Applicable,Not Applicable,Not Applicable,4x2,,4,2359.737216,144,2.359737216,153.6142,Gasoline,Dual Overhead Cam (DOHC),In-Line,206,,,,Manual,1st Row (Driver and Passenger),"4-door sedan, hardtop",Acura,TLX,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,0
3N1CE2CP1EL374505,NISSAN,"NISSAN MEXICANA, S.A. DE C.V.",Versa Note,2014,,PASSENGER CAR,MEXICO,,Hatchback/Liftback/Notchback,,Not Applicable,Not Applicable,Not Applicable,4x2,,4,1600,97.63799055,1.6,,Gasoline,,,,,,,Manual,1st Row (Driver and Passenger),5-door/4-door hatchback,Nissan/Datsun,Versa,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,0
1C4BJWDG0HL677950,JEEP,FCA US LLC,Wrangler,2017,TOLEDO,MULTIPURPOSE PASSENGER VEHICLE (MPV),UNITED STATES (USA),OHIO,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),"Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)",,Not Applicable,Not Applicable,4WD/4-Wheel Drive/4x4,Hydraulic,6,3600,219.6854787,3.6,212.5245,Gasoline,,V-Shaped,285,,,FCA,Manual,1st Row (Driver and Passenger),Compact Utility (Utility Vehicle Categories "Small" and "Midsize"),Jeep / Kaiser-Jeep / Willys- Jeep,YJ series/Wrangler,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,0
3N1CP5CU8KL502526,NISSAN,"NISSAN MEXICANA, S.A. DE C.V.",Kicks,2019,AGUASCALIENTES,PASSENGER CAR,MEXICO,AGUASCALIENTES,Hatchback/Liftback/Notchback,"Class 1: 6,000 lb or less (2,722 kg or less)",Not Applicable,Not Applicable,Not Applicable,4x2,,,1600,97.63799055,1.6,,Gasoline,,,,,,,Manual,1st Row (Driver and Passenger),5-door/4-door hatchback,Nissan/Datsun,Kicks,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,0
3GNDA23P16S568012,CHEVROLET,GENERAL MOTORS LLC,HHR,2006,RAMOS ARIZPE,MULTIPURPOSE PASSENGER VEHICLE (MPV),MEXICO,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),"Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)",,Not Applicable,Not Applicable,,Hydraulic,4,2400,146.4569858,2.4,,Gasoline,Dual Overhead Cam (DOHC),In-Line,,,"MFI, DOHC HO",GM,,,Station Wagon (excluding van and truck based),Chevrolet,HHR,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,0
2MEFM74W4YX605477,MERCURY,"FORD MOTOR COMPANY OF CANADA, LTD.",Grand Marquis,2000,TALBOTVILLE,PASSENGER CAR,CANADA,ONTARIO,Sedan/Saloon,,Not Applicable,Not Applicable,Not Applicable,,,8,4600,280.7092228,4.6,141.683,Gasoline,Single Overhead Cam (SOHC),V-Shaped,190,210,"EFI: Electronic Fuel Injection, Romeo Engine Plant",Ford,Manual,1st Row (Driver and Passenger),"4-door sedan, hardtop",Mercury,Marquis/Monterey (car version; for van version 2004 on see code 444) /Grand Marquis,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,0
5NPD84LF9HH006640,HYUNDAI,HYUNDAI-KIA AMERICA TECHNICAL CENTER INC (HATCI),Elantra,2017,MONTGOMERY,PASSENGER CAR,UNITED STATES (USA),ALABAMA,Sedan/Saloon,,Not Applicable,Not Applicable,Not Applicable,,,4,2000,122.0474882,2,109.6179,Gasoline,Dual Overhead Cam (DOHC),,147,,NU,HMC,Manual,1st Row (Driver and Passenger),"4-door sedan, hardtop",Hyundai,Elantra,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,0
2C3CCAEG6EH340244,CHRYSLER,FCA CANADA INC.,300,2014,,PASSENGER CAR,,,Sedan/Saloon,,Not Applicable,Not Applicable,Not Applicable,RWD/Rear-Wheel Drive,,6,3600,219.6854787,3.6,,Gasoline,,,,,,,Manual,1st Row (Driver and Passenger),"4-door sedan, hardtop",Chrysler,300M/300/300C/300S,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,0
1NXBR32E68Z986675,TOYOTA,"NEW UNITED MOTOR MANUFACTURING, INC.",Corolla,2008,FREMONT,PASSENGER CAR,UNITED STATES (USA),CALIFORNIA,Sedan/Saloon,,Not Applicable,Not Applicable,Not Applicable,4x2,,4,1800,109.8427394,1.8,93.9582,Gasoline,,In-Line,126,,,,Manual,1st Row (Driver and Passenger),"4-door sedan, hardtop",Toyota,Corolla,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,0
1GTDC14H8MZ533956,GMC,GENERAL MOTORS LLC,Sierra,1991,FORT WAYNE,TRUCK ,UNITED STATES (USA),INDIANA,Pickup,"Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)",,Not Applicable,Not Applicable,4x2,Hydraulic,8,5000,305.1187205,5,,Gasoline,,V-Shaped,,,,CPC,,,Light Pickup,GMC,"C, K, R, V-series pickup/     Sierra",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,0
3N1CN7AP6JL863587,NISSAN,"NISSAN MEXICANA, S.A. DE C.V.",Versa,2018,AGUASCALIENTES,PASSENGER CAR,MEXICO,AGUASCALIENTES,Sedan/Saloon,,Not Applicable,Not Applicable,Not Applicable,4x2,,4,1600,97.63799055,1.6,81.2813,Gasoline,,In-Line,109,,,,Manual,1st Row (Driver and Passenger),"4-door sedan, hardtop",Nissan/Datsun,Versa,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,0
1HGCR3F01GA026463,HONDA,"AMERICAN HONDA MOTOR CO., INC.",Accord,2016,MARYSVILLE,PASSENGER CAR,UNITED STATES (USA),OHIO,Sedan/Saloon,"Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)",Not Applicable,Not Applicable,Not Applicable,FWD/Front-Wheel Drive,,6,3471,212,3.5,207.3046,Gasoline,Single Overhead Cam (SOHC),V-Shaped,278,,,Honda,Manual,1st Row (Driver and Passenger),"4-door sedan, hardtop",Honda,"Accord (Note: For Crosstour model years 2010 and 2011 only. For Crosstour model years 2012-2015, see vehicle model 37-405)",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,0
1C3CCBAB3CN261926,CHRYSLER,FCA US LLC,200,2012,,PASSENGER CAR,,,Sedan/Saloon,,Not Applicable,Not Applicable,Not Applicable,FWD/Front-Wheel Drive,,4,2400,146.4569858,2.4,,Gasoline,,,,,"Sales Code: ED3,EDG,EDZ,ED7",,Manual,1st Row (Driver and Passenger),"4-door sedan, hardtop",Chrysler,200,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,0
4M2DU66K73ZJD3444,MERCURY,"FORD MOTOR COMPANY, USA",Mountaineer,2003,HAZELWOOD,MULTIPURPOSE PASSENGER VEHICLE (MPV),UNITED STATES (USA),MISSOURI,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),"Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)",,Not Applicable,Not Applicable,4x2,Hydraulic,6,4000,244.0949764,4,156.597,Gasoline,Single Overhead Cam (SOHC),V-Shaped,210,,FFV,Ford,Manual,1st Row (Driver and Passenger),Compact Utility (Utility Vehicle Categories "Small" and "Midsize"),Mercury,Mountaineer,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,0
1FAHP2MKXJG117511,FORD,"FORD MOTOR COMPANY, USA",Taurus,2018,CHICAGO,PASSENGER CAR,UNITED STATES (USA),ILLINOIS,Sedan/Saloon,,Not Applicable,Not Applicable,Not Applicable,AWD/All-Wheel Drive,,6,3700,225.7878532,3.7,227.4385,Gasoline,,V-Shaped,305,,Ti-VCT,Ford,Manual,1st Row (Driver and Passenger),"4-door sedan, hardtop",Ford,Taurus/Taurus X,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,0
1GNSKAKC1GR131676,CHEVROLET,GENERAL MOTORS LLC,Tahoe,2016,ARLINGTON,MULTIPURPOSE PASSENGER VEHICLE (MPV),UNITED STATES (USA),TEXAS,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),"Class 2F: 7,001 - 8,000 lb (3,175 - 3,629 kg)",,Not Applicable,Not Applicable,4WD/4-Wheel Drive/4x4,Hydraulic,8,5300,323.4258437,5.3,,Gasoline,,,,,,GM,Manual,1st Row (Driver and Passenger),Large utility (ANSI D16.1 Utility Vehicle Categories and "Full Size" and "Large"),Chevrolet,Fullsize Blazer/Tahoe,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,0
4T4BE46KX8R026198,TOYOTA,"TOYOTA MOTOR MANUFACTURING, NORTHERN KENTUCKY, INC.",Camry,2008,,PASSENGER CAR,UNITED STATES (USA),INDIANA,Sedan/Saloon,,Not Applicable,Not Applicable,Not Applicable,4x2,,4,2362,146.4569858,2.4,117.8206,Gasoline,Dual Overhead Cam (DOHC),In-Line,158,170,"Horsepower: 149 hp, 160 hp, 162 hp, 170 hp",Toyota,Manual,1st Row (Driver and Passenger),"4-door sedan, hardtop",Toyota,Camry,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,0
1G1FB1RSXG0172604,CHEVROLET,GENERAL MOTORS LLC,Camaro,2016,LANSING - GRAND RIVER,PASSENGER CAR,UNITED STATES (USA),MICHIGAN,Coupe,,Not Applicable,Not Applicable,Not Applicable,,,6,3600,219.6854787,3.6,,Gasoline,Dual Overhead Cam (DOHC),V-Shaped,,,,,Manual,1st Row (Driver and Passenger),"2-door sedan,hardtop,coupe",Chevrolet,Camaro,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,0
2GNAXHEV3K6287130,CHEVROLET,GENERAL MOTORS LLC,Equinox,2019,INGERSOLL,MULTIPURPOSE PASSENGER VEHICLE (MPV),CANADA,ONTARIO,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),"Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)",,Not Applicable,Not Applicable,FWD/Front-Wheel Drive,Hydraulic,4,1500,91.53561614,1.5,,Gasoline,Dual Overhead Cam (DOHC),In-Line,,,,,Manual,1st Row (Driver and Passenger),Compact Utility (Utility Vehicle Categories "Small" and "Midsize"),Chevrolet,Equinox,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,0
JF2SH6DC4AH915382,SUBARU,"FUJI HEAVY INDUSTRIES U.S.A., INC. (C/O SUBARU OF AMERICA)",Forester,2010,OTA,MULTIPURPOSE PASSENGER VEHICLE (MPV),JAPAN,GUNMA,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),"Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)",,Not Applicable,Not Applicable,AWD/All-Wheel Drive,,,2500,152.5593602,2.5,,,,,,,,,Manual,1st Row (Driver and Passenger),Compact Utility (Utility Vehicle Categories "Small" and "Midsize"),Subaru,Forester,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,0
1G1ZE5ST1HF233058,CHEVROLET,GENERAL MOTORS LLC,Malibu,2017,FAIRFAX,PASSENGER CAR,UNITED STATES (USA),KANSAS,Sedan/Saloon,,Not Applicable,Not Applicable,Not Applicable,,,4,1500,91.53561614,1.5,,Gasoline,Dual Overhead Cam (DOHC),In-Line,,,,GMNA,Manual,1st Row (Driver and Passenger),"4-door sedan, hardtop",Chevrolet,Malibu/Malibu Maxx,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,0
